STATION_NAME,ISLAND_GROUP,REGION,PROVINCE,CITY_OR_MUNICIPALITY,BARANGAY,YEAR_ESTABLISHED,LATITUDE,LONGITUDE,DESCRIPTION,YEAR_SURVEYED,PROJECT,EPOCH,LATITUDE(WGS84),LONGITUDE(WGS84),ERROR_ELLIPSE,ACCURACY_CLASS,ELLIPSOIDAL_HT(WGS84),HEIGHT_ERROR,ORDER_OF_ACCURACY(WGS84),EGM2008_ELEVATION,UTM_X(WGS84),UTM_Y(WGS84),UTM_Zone(WGS84),LATITUDE(PRS92),LONGITUDE(PRS92),ELLIPSOIDAL_HT(PRS92),NORTHING(PTM),EASTING(PTM),PTM_ZONE,UTMX(PRS92),UTMY(PRS92),UTM_ZONE,LATITUDE(ITRF),LONGITUDE(ITRF),ERROR_ELLIPSE(ITRF),ELLIPSOIDAL_HT(ITRF),HEIGHT_ERROR(ITRF),YEAR_COMPUTED,ENCODER,DATE_UPDATED,REFERENCE_FILE
ILS-3210,LUZON,REGION I,ILOCOS SUR,SINAIT,TUBIGAY,2007,17.8387887,120.4757291,"ILS-3210 From Sinait Town Proper, travel S along the Nat'l. Highway for about 4 km. then turn left and continue traveling for about 0.8 km. to reach Brgy. Tubigay. Station is located at the Tubigay Elem. School compound, in front of the school flagpole on its concrete pavement. Mark is the head of a 4 in. copper nail set on a drilled hole and cemented flushed on top of a 30 cm. x 30 cm. cement putty, with inscriptions ""ILS-3210 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.8387886972222,120.475729097222,0.0,0,61.465,0.0,4,24.70020009558359,232461.50307,1974156.12815,51,17.8405063,120.4744447638889,29.06153,1973189.751,444292.606,3,232324.029,1974229.099,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3211,LUZON,REGION I,ILOCOS SUR,SINAIT,TUBIGAY,2007,17.8360271,120.4696627,"ILS-3211 From Sinait Town Proper, travel S along the Nat'l. Highway for about 4 km. then turn left and continue traveling for about 0.8 km. to reach Brgy. Tubigay. Station is located at the N footing of Tubigay Brgy. Welcome Arc. Mark is the head of a 4 in. copper nail centered and embedded on a 0.3 m. x 0.3 m. x 1 m. concrete monument, with inscriptions ""ILS-3211 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.8360271027778,120.469662708333,0.0,0,51.333,0.0,4,14.61305094827864,231814.06745,1973859.05569,51,17.83774467222222,120.4683783,18.93516,1972885.937,443648.693,3,231676.58,1973932.044,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3212,LUZON,REGION I,ILOCOS SUR,SINAIT,TEPPENG,2007,17.8430884,120.4554921,"ILS-3212 From Sinait Town Proper, travel S along the Nat'l. Highway for about 3.5 km. then turn right and continue traveling for about 214 m. to reach Teppeng Elem. School. Station is located at the S corner of the concrete foundation of the flagpole of the said school. Mark is the head of a 4 in. copper nail set on a drilled hole and cemented flushed on top of a 30 cm. x 30 cm. cement putty, with inscriptions ""ILS-3212 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.8430884,120.455492069444,0.0,0,45.641,0.0,4,9.040081361006456,230321.98556,1974661.30518,51,17.84480669166667,120.4542078027778,13.29999,1973671.825,442148.881,3,230184.512,1974734.345,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3213 (BBM-26),LUZON,REGION I,ILOCOS SUR,SINAIT,TEPPENG,2008,17.84049592,120.4578695,"ILS-3213 (BBM 26) From Sinait Town Proper, travel S along the Nat'l. Highway for about 3.8 km. until reaching Teppeng Bridge. Station is located about 8 m. N of the said bridge, 5 m. away from the centerline of the Nat'l. Highway and about 200 m. S of station ILS-3212. Mark is the head of a 4 in. copper nail centered and embedded on a 0.3 m. x 0.3 m. x 1 m. concrete monument, with inscriptions ""BBM No. 26"".",2007 - 2014,PRS92 Densification,NRMDP,17.8404959222222,120.457869480556,0.0,0,42.922,0.0,4,6.300807277892218,230570.18447,1974370.82593,51,17.84221401111111,120.4565851583333,10.5669,1973384.156,442400.041,3,230432.704,1974443.856,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3214,LUZON,REGION I,ILOCOS SUR,CABUGAO,BATO,2007,17.81427458,120.475013,"ILS-3214 From Cabugao Town Proper, travel for about 3.8 km. to reach Brgy. Pug-os then continue traveling for another 3.8 km. to reach Brgy. Bato. Station is located at the NW side of the basketball court, about 8 m. N of Bato Brgy. Hall. Mark is the head of a 4 in. copper nail centered and embedded on a 0.3 m. x 0.3 m. x 1 m. concrete monument, with inscriptions ""ILS-3214 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.8142745833333,120.475012997222,0.0,0,68.917,0.0,4,32.12703296420899,232348.92332,1971442.90013,51,17.81599074166667,120.4737280972222,36.43603,1970476.808,444209.009,3,232211.367,1971515.855,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3215,LUZON,REGION I,ILOCOS SUR,CABUGAO,BATO,2007,17.81926505,120.4716242,"ILS-3215 From Cabugao Town Proper, travel for about 3.8 km. to reach Brgy. Pug-os then continue traveling for another 1.6 km. to reach Brgy. Bato. Station is located at Reppaac Bato Elem. School, N of the flagpole. Mark is the head of a 4 in. copper nail set on a drilled hole and cemented flushed on top of a 30 cm. x 30 cm. cement putty, with inscriptions ""ILS-3215 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.81926505,120.471624188889,0.0,0,65.245,0.0,4,28.48937954392292,231996.98124,1972000.30779,51,17.82098157777778,120.4703393972222,32.78829,1971030.161,443851.321,3,231859.439,1972073.277,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3216,LUZON,REGION I,ILOCOS SUR,SAN JUAN,REFARO,2007,17.76222116,120.4474123,"ILS-3216 From San Juan Town Proper, travel for about 2.4 km. to reach Refaro Brgy. Welcome Arc then continue traveling for another 1.1 km. to reach the brgy. hall. Station is located at the SE side of the basketball court. Mark is the head of a 4 in. copper nail centered and embedded on a 0.3 m. x 0.3 m. x 1 m. concrete monument, with inscriptions ""ILS-3216 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.7622211555556,120.447412283333,0.0,0,52.314,0.0,4,15.70554060337498,229343.14848,1965719.06198,51,17.76393480833333,120.4461261361111,19.73129,1964724.177,441265.789,3,229205.397,1965792.067,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3217,LUZON,REGION I,ILOCOS SUR,SAN JUAN,REFARO,2007,17.76282243,120.4488461,"ILS-3217 From San Juan Town Proper, travel for about 2.4 km. to reach Refaro Brgy. Welcome Arc then continue traveling for another 1.1 km. to reach the station. Station is located at Refaro Elem. School compound, SW of Damath Table. Mark is the head of a 4 in. copper nail centered and embedded on a 0.3 m. x 0.3 m. x 1 m. concrete monument, with inscriptions ""ILS-3217 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.7628224333333,120.448846113889,0.0,0,53.37,0.0,4,16.75014987963572,229496.1682,1965783.56925,51,17.76453609166667,120.4475599833333,20.78578,1964790.273,441418.037,3,229358.419,1965856.57,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3218,LUZON,REGION I,ILOCOS SUR,SAN JUAN,CAMINDOROAN,2007,17.75124546,120.432996,"ILS-3218 From San Juan Town Proper, travel W for about 3 km. to reach Brgy. Camindoroan. Station is located 5 m. SW approach of the bridge. Mark is the head of a 4 in. copper nail centered and embedded on a 0.3 m. x 0.3 m. x 1 m. concrete monument, with inscriptions ""ILS-3218 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.7512454611111,120.432996027778,0.0,0,43.914,0.0,4,7.418606826483312,227797.10677,1964524.64407,51,17.75295876944444,120.4317096055556,11.33052,1963514.019,439733.307,3,227659.308,1964597.688,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,TIM,2022-01-01,
ILS-3219,LUZON,REGION I,ILOCOS SUR,SAN JUAN,CAMINDOROAN,2007,17.74989666,120.4384745,"ILS-3219 From San Juan Town Proper, travel W for about 2.3 km. to reach Brgy. Camindoroan. Station is located at the N of the concrete footing of Camindoroan Brgy. Welcome Arc. Mark is the head of a 4 in. copper nail centered and embedded on a 0.3 m. x 0.3 m. x 1 m. concrete monument, with inscriptions ""ILS-3219 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.7498966555556,120.438474469444,0.0,0,44.231,0.0,4,7.688468881140629,228376.31668,1964367.36244,51,17.75160976666667,120.4371880222222,11.63001,1963362.975,440313.857,3,228238.517,1964440.388,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3220,LUZON,REGION I,ILOCOS SUR,SANTO DOMINGO,LAOINGEN,2007,17.65258038,120.4573675,"ILS-3220 From Santo Domingo Town Proper, travel E for about 6 km. to reach Brgy. Lao-ingen. Station is located at the SW corner of the concrete pavement of the basketball court, about 28 m. S of Lao-ingen Brgy. Hall. Mark is the head of a 4 in. copper nail centered and embedded on a 0.3 m. x 0.3 m. x 1 m. concrete monument, with inscriptions ""ILS-3220 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.6525803805556,120.457367525,0.0,0,88.868,0.0,4,52.10548288172929,230235.32898,1953565.05437,51,17.65428727222222,120.4560788611111,55.9086,1952586.429,442286.186,3,230097.216,1953637.944,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3221,LUZON,REGION I,ILOCOS SUR,SANTO DOMINGO,LAOINGEN,2007,17.65236777,120.4554759,"ILS-3221 From Santo Domingo Town Proper, travel E for about 6 km. to reach Brgy. Lao-ingen. Station is located at Laoingen Elem. School compound, 8 m. NE of the main gate, about 26 m. N of the Principal's Office, 60 m. W of the school flagpole and about 200 m. W of station ILS-3220. Mark is the head of a 4 in. copper nail centered and embedded on a 0.3 m. x 0.3 m. x 1 m. concrete monument, with inscriptions ""ILS-3221 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.6523677694444,120.455475888889,0.0,0,85.973,0.0,4,49.22868307184157,230034.20719,1953544.21873,51,17.65407468888889,120.4541872166667,53.01746,1952563.482,442085.396,3,229896.092,1953617.115,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3222,LUZON,REGION I,ILOCOS SUR,SANTO DOMINGO,SIVED,2007,17.66122697,120.3734504,"ILS-3222 From Santo Domingo Town Proper, travel W for about 4.6 km. to reach Brgy. Sived. Station is located at the S midside of the concrete pavement of the solar dryer, about 190 m. NE of Sived Comm. School. Mark is the head of a 4 in. copper nail centered and embedded on a 0.3 m. x 0.3 m. x 1 m. concrete monument, with inscriptions ""ILS-3222 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.6612269666667,120.373450405556,0.0,0,45.003,0.0,4,9.030799332617576,221340.28627,1954644.41544,51,17.66293617222222,120.3721618194444,12.27295,1953571.222,433384.912,3,221202.141,1954717.584,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3223,LUZON,REGION I,ILOCOS SUR,SANTO DOMINGO,SIVED,2007,17.66032783,120.3743065,"ILS-3223 From Santo Domingo Town Proper, travel W for about 4.6 km. to reach Brgy. Sived. Station is located at Sived Comm. School, about 13 m. SW of the main gate, 9 m. W of the Grade V classroom and about 200 m. S of station ILS-3222. Mark is the head of a 4 in. copper nail centered and embedded on a 0.3 m. x 0.3 m. x 1 m. concrete monument, with inscriptions ""ILS-3223 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.6603278333333,120.374306461111,0.0,0,44.489,0.0,4,8.50868271446329,221429.77525,1954543.59186,51,17.66203696666667,120.3730178555555,11.754,1953471.405,433475.412,3,221291.628,1954616.757,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3224,LUZON,REGION I,ILOCOS SUR,MAGSINGAL,PANAY SUR,2007,17.66849368,120.3968445,"ILS-3224 From Magsingal Town Proper, travel S along the Nat'l. Highway for about 2.8 km. then turn right and continue traveling for another 2.2 km. to reach Brgy. Panay Sur. Station is located at Panay Elem. School, 6 m. N of the entrance gate, about 12 m. E of the school flagpole and about 20 m. SE of the stage. Mark is the head of a 4 in. copper nail centered and embedded on a 0.3 m. x 0.3 m. x 1 m. concrete monument, with inscriptions ""ILS-3224 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.6684936805556,120.396844508333,0.0,0,46.263,0.0,4,10.08111518059086,223834.75758,1955414.62191,51,17.67020282222222,120.3955561222222,13.50008,1954367.324,435869.754,3,223696.654,1955487.72,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3225,LUZON,REGION I,ILOCOS SUR,MAGSINGAL,PANAY SUR,2007,17.66984258,120.3980156,"ILS-3225 From Magsingal Town Proper, travel S along the Nat'l. Highway for about 2.8 km. then turn right and continue traveling for another 2.2 km. to reach Brgy. Panay Sur. Station is located at Panay Elem. School, 15 m. SE of the school gate, about 0.9 m. E of the school concrete fence, about 3 m. away from the brgy. road centerline and about 250 m. E of station ILS-3224. Mark is the head of a 4 in. copper nail centered and embedded on a 0.3 m. x 0.3 m. x 1 m. concrete monument, with inscriptions ""ILS-3225 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.6698425805556,120.398015561111,0.0,0,46.974,0.0,4,10.78143632613595,223961.12333,1955562.26545,51,17.67155176944445,120.3967272166667,14.213,1954516.215,435994.486,3,223823.026,1955635.36,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Jay Cepe,2021-01-01,
ILS-3226,LUZON,REGION I,ILOCOS SUR,MAGSINGAL,NAPO,2007,17.66153498,120.429538,"ILS-3226 From Magsingal Town Proper, travel S for about 2.5 km. then turn left and continue traveling for another 2 km. to reach Brgy. Napo. Station is located at Napo Elem. School, about 17 m. N of the entrance gate and about 6 m. NW of the Principal's Office. Mark is the head of a 4 in. copper nail centered and embedded on a 0.3 m. x 0.3 m. x 1 m. concrete monument, with inscriptions ""ILS-3226 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.6615349833333,120.429537980556,0.0,0,58.14,0.0,4,21.65109642899979,227294.59095,1954596.54183,51,17.66324301111111,120.4282494805556,25.27619,1953586.277,439336.216,3,227156.488,1954669.529,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3227,LUZON,REGION I,ILOCOS SUR,MAGSINGAL,NAPO,2007,17.66065721,120.4293113,"ILS-3227 From Magsingal Town Proper, travel S for about 2.5 km. then turn left and continue traveling for another 2 km. to reach Brgy. Napo. Station is located 5 m. E of the SE corner of the bridge going to the direction of Napo Elem. School, about 3 m. away from the brgy. road centerline and about 100 m. S of station ILS-3226. Mark is the head of a 4 in. copper nail set on a drilled hole and cement flushed on top of a 30 cm. x 30 cm. cement putty, with inscriptions ""ILS-3227 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.6606572055556,120.429311305556,0.0,0,58.634,0.0,4,22.14687681073912,227269.20542,1954499.67867,51,17.66236518611111,120.4280227833333,25.76792,1953489.201,439311.869,3,227131.099,1954572.666,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3228,LUZON,REGION I,ILOCOS SUR,MAGSINGAL,SAN JULIAN,2007,17.68435589,120.4246762,"ILS-3228 Is located at Brgy. San Julian (Pob.), Mun. of Magsingal, at Magsingal South Central School compound. It is situated 5 m. E of the school flagpole, N of the concrete pavement of the school road and about 700 m. S of station ILS-15. Mark is the head of a 4 in. copper nail centered and embedded on a 0.3 m. x 0.3 m. x 1 m. concrete monument, with inscriptions ""ILS-3228 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.6843558861111,120.42467615,0.0,0,46.643,0.0,4,10.20586276767384,226813.00781,1957130.40499,51,17.68606538055555,120.4233881694445,13.8642,1956113.593,438828.126,3,226674.978,1957203.425,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,jay Cepe,2022-01-01,
ILS-33 (BLLM-2A),LUZON,REGION I,ILOCOS SUR,SANTA LUCIA,ANGKILENG,2006,17.11503261,120.4477428,"ILS-33 (BLLM 2A) Is located along the municipal road, infront of the Santa Lucia South Central School Principal's Office. It is 11 m. SSW of the school gate, about 7 m. W of the municipal road centerline and 1.1 m. E of the E school fence. Mark is a crosscut on a reinforced bar centered on a 40 cm. x 40 cm. x 25 cm. concrete monument, with inscriptions ""FNSP-A BLLM No. 2A"".",2007 - 2014,PRS92 Densification,NRMDP,17.1150326111111,120.447742788889,0.0,0,44.843,0.0,2,6.137490175928022,228420.98696,1894061.53523,51,17.116707375,120.4464416277778,10.19714,1893097.445,441091.835,3,228281.057,1894134.043,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3401,LUZON,REGION I,ILOCOS SUR,SUYO,BARINGCUCURONG,2009,16.96224045,120.4670097,"ILS-3401 From Bitalag Public Market travel eastward to Suyo-Cervantes road. Travel for 3 minutes from the crossing of National road going to Bitalag, the station is located about 100 meters after the Suyo gasoline station. It is exactly 2.80 meters north of the irrigational gate and 5.50 meters from the western post of the bridge and 8.70 meters south of the concrete fence of God's Victorious Church. Station mark is the head of a 4"" copper nail on 0.30m. x 0.30m. concrete monument with inscriptions ""ILS-3401; PRS-92; 2009; DENR/LMS R-1.""",2007 - 2014,PRS92 Densification,NRMDP,16.96224045,120.467009741667,0.0,0,66.856,0.0,4,27.16059032300249,230252.96857,1877118.25108,51,16.96390551666667,120.4657050555556,31.68396,1876182.332,443095.636,3,230112.539,1877190.576,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3402,LUZON,REGION I,ILOCOS SUR,SUYO,BARINGCUCURONG,2009,16.97659978,120.4685898,"ILS-3402 From Tagudin Town Proper travel north for 6 kilometers going to Barangay Bitalag, at the intersection turn right going to Barangay Baringcucurong pass by at Suyo Gasoline Station, turn left going to Sitio Baracrac. The station is located at the right side of barangay road 50 meters west of acacia tree and creek, 0.30m. north of the riprap. Station mark is the head of a 4"" copper nail on 0.30m. x 0.30m. concrete monument with inscriptions ""ILS-3402; PRS-92; 2009; DENR/LMS R-1.""",2007 - 2014,PRS92 Densification,NRMDP,16.9765997805556,120.468589758333,0.0,0,79.561,0.0,4,39.88908435363582,230441.83529,1878705.8707,51,16.97826568333333,120.4672854111111,44.43013,1877770.991,443268.267,3,230301.456,1878778.201,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3403,LUZON,REGION I,ILOCOS SUR,SUYO,CABUGAO,2009,16.95983088,120.4899037,"ILS-3403 From Tagudin Town Proper travel northward along the national road for 6 kilometers until reaching Barangay Bitalag. Turn right at the intersection until reaching Barangay Cabugao, it takes 15 minutes drive until reaching the dam. The station is located 50 meters northeast side of the dam and 30 meters northwest of Rudy Martinez house. Station mark is the head of a 4"" copper nail on 0.30m. x 0.30m. concrete monument with inscriptions ""ILS-3403; PRS-92; 2009; DENR/LMS R-1.""",2007 - 2014,PRS92 Densification,NRMDP,16.9598308777778,120.489903652778,0.0,0,93.783,0.0,4,53.72253712415957,232688.91919,1876820.13909,51,16.96149529722222,120.4885989472222,58.54823,1875909.123,445533.28,3,232548.5,1876892.387,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3404,LUZON,REGION I,ILOCOS SUR,SUYO,CABUGAO,2009,16.95346544,120.489534,"ILS-3404 From Tagudin Town Proper travel northward along the national road approximately 6 km. until reaching Barangay Bitalag, turn right at the intersection until reaching Barangay Cabugao it takes 12 minutes drive until reaching the barangay hall. The station is located at the eastern side of Belandro Fernandez and 20cm. northwest of BL and 20 meters northwest of tobacco heater. Station mark is the head of a 4"" copper nail on 0.30m. x 0.30m. concrete monument with inscriptions ""ILS-3404 PRS-92; 2009; DENR/LMS R-1.""",2007 - 2014,PRS92 Densification,NRMDP,16.9534654444444,120.489534036111,0.0,0,92.239,0.0,4,52.16620496494398,232640.52447,1876115.90467,51,16.95512948333333,120.4882291805555,56.9852,1875204.779,445492.062,3,232500.083,1876188.148,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3405,LUZON,REGION I,ILOCOS SUR,SUYO,POBLACION,2009,16.98218923,120.5054333,"ILS-3405 From Suyo Municipal Hall travel northwest then turn right uphill on the cemented road of barangay road stop at the end of cemented road. The station is located on top of the mountain at the leftside of barangay road. It is 30 meters west of the center of barangay road and 20 meters west of the mango tree and 5 meters south of the swamp. Station mark is the head of a 4"" copper nail on 0.30m. x 0.30m. concrete monument with inscriptions ""ILS-3405; PRS-92; 2009; DENR/LMS R-1.""",2007 - 2014,PRS92 Densification,NRMDP,16.9821892305556,120.505433263889,0.0,0,243.478,0.0,4,203.2302788348449,234375.08864,1879274.38973,51,16.98385463611111,120.5041291305556,208.27599,1878379.185,447193.607,3,234234.759,1879346.601,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILN-3327 (BLLM-8),LUZON,REGION I,ILOCOS NORTE,BURGOS,TANAP,2009,18.53355894,120.6302416,"ILN-3405 LMS) The station is located on the northern portion of Barangay Saoit Multipurpose pavement and approximately 12 meters north of the concrete marker. Mark is the head of a 3 "" copper nail centered and embedded on a 20 cm. x 20 cm. x 100 cm. concrete monument, with inscriptions ""ILN-3405; 2009; NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,18.4960875222222,120.666987119444,0.0,0,118.155,0.0,4,82.55431861117111,253666.21013,2046663.79928,51,18.4978398,120.6657182388889,87.44427,2045891.856,464699.655,3,253531.077,2046736.629,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3406,LUZON,REGION I,ILOCOS SUR,SUYO,POBLACION,2009,16.98373934,120.5070301,"ILS-3406 From Suyo Municipal Hall, travel NW then turn right going to barangay road until you reach the end of the cemented road. The station is located 25 meters northeast of the center of barangay road and 8 meters of the ipil-ipil tree and 3.5 meters northeast of the swamp. Station mark is the head of a 4"" copper nail on 0.30m. x 0.30m. concrete monument with inscriptions ""ILS-3406 PRS-92; 2009; DENR/LMS R-1.""",2007 - 2014,PRS92 Densification,NRMDP,16.9837393361111,120.507030063889,0.0,0,217.926,0.0,4,177.6548817916619,234547.3902,1879443.84146,51,16.98540480833334,120.5057259638889,182.72497,1878550.299,447364.093,3,234407.067,1879516.049,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3407,LUZON,REGION I,ILOCOS SUR,SUYO,URZADAN,2009,16.98326471,120.5259229,"ILS-3407 From Suyo Municipal Hall travel southeast along provincial road for 15 minutes until reaching Barangay Urzadan. The station is located at the top of the old footbridge 7 meters northeast of waiting shed and 7.5 east of the center of provincial road. Station mark is the head of a 4"" copper nail on 0.30m. x 0.30m. concrete monument with inscriptions ""ILS-3407; PRS-92; 2009; DENR/LMS R-1.""",2007 - 2014,PRS92 Densification,NRMDP,16.9832647083333,120.525922941667,0.0,0,129.6,0.0,4,88.99951037092666,236559.4977,1879365.79449,51,16.98492976666667,120.5246188388889,94.35183,1878492.757,449375.933,3,236419.185,1879437.943,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3408,LUZON,REGION I,ILOCOS SUR,SUYO,USO,2009,16.95747779,120.563708,"ILS-3408 From Suyo Municipal Hall travel around 30-40 minutes going to Barangay Uso. The station is located at the northern side of the national road 15 meters behind the Barangay Police Outpost, and 32 meters north of the center of the road. Station mark is the head of a 4"" copper nail on 0.30m. x 0.30m. concrete monument with inscriptions ""ILS-3408; PRS-92; 2009; DENR/LMS R-1.""",2007 - 2014,PRS92 Densification,NRMDP,16.9574777861111,120.563708,0.0,0,186.859,0.0,4,145.5310488721823,240549.45042,1876460.55446,51,16.95914044722222,120.5624033583333,151.439,1875629.544,453393.37,3,240409.081,1876532.559,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3409,LUZON,REGION I,ILOCOS SUR,SUYO,USO,2009,16.95142412,120.6097158,"ILS-3409 From Suyo Municipal Hall travel southeastward along provincial road for 50 minutes going to Barangay Man-atong, pass by the bridge near Manatong Elementary School continue travelling until you reach the Crusader's Divine Church of Christ. The station is located at the riceland of Agyapas Bagayo found on a big stone , 120 meters northeast of the church and 15 meters north of irrigation canal. Station mark is the head of a 4"" copper nail on 0.30m. x 0.30m. concrete monument with inscriptions ""ILS-3409; PRS-92; 2009; DENR/LMS R-1.""",2007 - 2014,PRS92 Densification,NRMDP,16.9514241194444,120.609715783333,0.0,0,504.908,0.0,4,462.7786734587841,245443.24496,1875730.12803,51,16.95308533611111,120.6084111333333,469.35844,1874949.146,458292.202,3,245302.898,1875801.97,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3410,LUZON,REGION I,ILOCOS SUR,SUYO,MAN-ATONG,2009,16.95565701,120.617005,"ILS-3410 From Suyo Municipal Hall travel southeastward along the provincial; road 50 minutes drive going to Barangay Man-Atong, pass by the bridge near he Man-Atong Elementary School follow the uphill cemented national road until reaching the house of Renato Ngangac. The station is lcoated 20 meters northwest of the house of Renato Ngangac, 5 meters west of the center of the national road and 0.20 northwest of the guard wall. Station mark is the head of a 4"" copper nail on 0.30m. x 0.30m. concrete monument with inscriptions ""ILS-3410; PRS-92; 2009; DENR/LMS R-1.""",2007 - 2014,PRS92 Densification,NRMDP,16.9556570083333,120.617004966667,0.0,0,608.195,0.0,4,565.954855962736,246225.57812,1876189.28994,51,16.9573183,120.6157004472222,572.64123,1875416.03,459069.507,3,246085.253,1876261.109,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
ILS-3411,LUZON,REGION I,ILOCOS SUR,SUYO,MAN-ATONG,2009,16.97327712,120.6170497,"ILS-3411 From Suyo Municipal Hall travel southestward along the provincial road and 50 minutes drive going to Barangay Man-Atong, pass on the bridge near the Man-Atong Elementary School go ahead on an uphill cemented national road until reaching the big stone. The station is located 5 meters on the center of the national road and 7 meters north of the big stone and 0.18 meters south of the rail post. Station mark is the head of a 4"" copper nail on 0.30m. x 0.30m. concrete monument with inscriptions ""ILS-3411; PRS-92; 2009; DENR/LMS R-1.""",2007 - 2014,PRS92 Densification,NRMDP,16.9732771194444,120.617049672222,0.0,0,800.464,0.0,4,758.2716006787824,246254.02634,1878139.85894,51,16.97493943611111,120.6157456027778,764.96553,1877365.965,459078.132,3,246113.764,1878211.686,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Aila Leana Sampana,2021-01-01,
