STATION_NAME,ISLAND_GROUP,REGION,PROVINCE,CITY_OR_MUNICIPALITY,BARANGAY,YEAR_ESTABLISHED,LATITUDE,LONGITUDE,DESCRIPTION,YEAR_SURVEYED,PROJECT,EPOCH,LATITUDE(WGS84),LONGITUDE(WGS84),ERROR_ELLIPSE,ACCURACY_CLASS,ELLIPSOIDAL_HT(WGS84),HEIGHT_ERROR,ORDER_OF_ACCURACY(WGS84),EGM2008_ELEVATION,UTM_X(WGS84),UTM_Y(WGS84),UTM_Zone(WGS84),LATITUDE(PRS92),LONGITUDE(PRS92),ELLIPSOIDAL_HT(PRS92),NORTHING(PTM),EASTING(PTM),PTM_ZONE,UTMX(PRS92),UTMY(PRS92),UTM_ZONE,LATITUDE(ITRF),LONGITUDE(ITRF),ERROR_ELLIPSE(ITRF),ELLIPSOIDAL_HT(ITRF),HEIGHT_ERROR(ITRF),YEAR_COMPUTED,ENCODER,DATE_UPDATED,REFERENCE_FILE
CGY-5338 (BLLM-39),LUZON,REGION II,CAGAYAN,CLAVERIA,SAN VICENTE,2014,18.56737754,121.0615225,"CGY-5338 (BLLM-39) STATION MARK: Mark is the head of copper nail, set at the center of 25x25x120 cm monument protruding 20 cm above the ground with the inscription of ''CLAVERIA, CAG., BLLM No. 39, Pb-02-0161,LMS-2,2014''. ACCESS: the monument is located more or less 3 m. from the southwestern corner of San Vicente Elem. School compound and 6 m. rightside from the centerline of the barangay road going to barangay Mabnang.",2007 - 2014,PRS92 Densification,NRMDP,18.5673775388889,121.061522544444,0.0,0,52.39,0.0,3,15.74377320426429,295422.65126,2054062.09899,51,18.56912572777778,121.060255875,20.97275,2053749.833,506360.389,3,295288.019,2054133.724,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Mara Chua,2021-01-01,
CGY-5339 (BLLM-42),LUZON,REGION II,CAGAYAN,CLAVERIA,BILIBIGAO,2014,18.57762831,121.0736826,"CGY-5339 (BLLM-42) STATION MARK: Mark is the head of copper nail, set at the center of 25x25x120 cm monument protruding 20 cm above the ground with the inscription of ''CLAVERIA, CAG., BLLM No. 42, Pb-02-0161,LMS-2,2014''. ACCESS: the monument is located at the edge of a solar dryer on its southeastern portion and almost 15 m. from the edge of the Bacsay Cataraoan Norte- Sta. Maria barangay road.",2007 - 2014,PRS92 Densification,NRMDP,18.5776283055556,121.073682630556,0.0,0,49.026,0.0,3,12.52496612803321,296718.51144,2055182.99511,51,18.57937683888889,121.0724162138889,17.61378,2054884.856,507643.534,3,296583.921,2055254.589,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Mara Chua,2021-01-01,
CGY-5340 (BLLM-43),LUZON,REGION II,CAGAYAN,CLAVERIA,STA. MARIA,2014,18.58952059,121.0872337,"CGY-5340 (BLLM-43) STATION MARK: Mark is the head of copper nail, set at the center of 25x25x120 cm monument protruding 20 cm above the ground with the inscription of ''CLAVERIA, CAG., BLLM No. 43, Pb-02-0161,LMS-2,2014''. ACCESS: the monument is located more or less 150 m. away from the brgy. hall of Sta. Maria and approximately 5 m. from left side of the brgy. road going to brgy. Bilibigao.",2007 - 2014,PRS92 Densification,NRMDP,18.5895205916667,121.087233683333,0.0,0,50.258,0.0,3,13.93234687359918,298162.97281,2056484.10647,51,18.59126953611111,121.0859675611111,18.85297,2056201.721,509073.25,3,298028.431,2056555.666,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Mara Chua,2021-01-01,
CGY-5341 (BLLM-46),LUZON,REGION II,CAGAYAN,CLAVERIA,DIBALIO,2014,18.60432128,121.0943428,"CGY-5341 (BLLM-46) STATION MARK: Mark is the head of copper nail, set at the center of 25x25x120 cm monument protruding 20 cm above the ground with the inscription of ''CLAVERIA, CAG., BLLM No. 46, Pb-02-0161,LMS-2,2014''. ACCESS: the monument is located 1 m.from the electric post and approximately 150 m. south of the barangay hall and 30 m. more or less from the waiting shed.",2007 - 2014,PRS92 Densification,NRMDP,18.604321275,121.094342797222,0.0,0,42.64,0.0,3,6.543386085676623,298930.74002,2058114.45144,51,18.60607093611111,121.093077025,11.26724,2057840.256,509822.754,3,298796.252,2058185.999,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Mara Chua,2021-01-01,
CGY-5342 (BLLM-48),LUZON,REGION II,CAGAYAN,CLAVERIA,CAMALAGGOAN/ D LEAÑO,2014,18.62024144,121.1014399,"CGY-5342 (BLLM-48) STATION MARK: Mark is the head of copper nail, set at the center of 25x25x120 cm monument protruding 20 cm above the ground with the inscription of ''CLAVERIA, CAG., BLLM No. 48, Pb-02-0161,LMS-2,2014''. ACCESS: the monument is located almost 60 m. from the chapel, more or less 5 m. from edge of the national road going to Claveria town proper and 1 m. away from the corner fence of a private lot.",2007 - 2014,PRS92 Densification,NRMDP,18.6202414388889,121.101439894444,0.0,0,47.119,0.0,3,11.26445603941974,299698.43152,2059868.74857,51,18.62199187777778,121.1001745027778,15.78231,2059602.729,510570.794,3,299564.002,2059940.284,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Mara Chua,2021-01-01,
CGY-5343 (BLLM-49),LUZON,REGION II,CAGAYAN,CLAVERIA,CULAO,2014,18.62244856,121.1180248,"CGY-5343 (BLLM-49) STATION MARK: Mark is the head of copper nail, set at the center of 25x25x120 cm monument protruding 20 cm above the ground with the inscription of ''CLAVERIA, CAG., BLLM No. 49, Pb-02-0161,LMS-2,2014''. ACCESS: the monument is located almost 75 m. from the basketball court and more or less 8 m. from the centerline of the national road going to Sanchez Mira.",2007 - 2014,PRS92 Densification,NRMDP,18.6224485583333,121.118024816667,0.0,0,50.361,0.0,3,14.5277394757759,301451.24126,2060094.61337,51,18.62419877777778,121.1167595,18.99205,2059848.039,512320.749,3,301316.83,2060166.098,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Mara Chua,2021-01-01,
CGY-5344 (BLLM-51),LUZON,REGION II,CAGAYAN,CLAVERIA,PATA WEST,2014,18.62160788,121.1325808,"CGY-5344 (BLLM-51) STATION MARK: Mark is the head of copper nail, set at the center of 25x25x120 cm monument protruding 20 cm above the ground with the inscription of ''CLAVERIA, CAG., BLLM No. 51, Pb-02-0161,LMS-2,2014''. ACCESS: the monument is located at the left side of the national road going to Sanchez Mira and 3 m. more or less from the waiting shed.",2007 - 2014,PRS92 Densification,NRMDP,18.621607875,121.132580775,0.0,0,47.312,0.0,3,11.46318332180135,302986.3666,2059985.50225,51,18.62335774166667,121.1313154611111,15.90549,2059756.018,513856.8,3,302851.962,2060056.94,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Mara Chua,2021-01-01,
CGY-5345 (BLLM-54),LUZON,REGION II,CAGAYAN,CLAVERIA,PATA EAST,2015,18.61676519,121.1444239,"CGY-5345 (BLLM-54) STATION MARK: Mark is the head of copper nail, set at the center of 25x25x120 cm monument protruding 20 cm above the ground with the inscription of ''CLAVERIA, CAG., BLLM No. 54, Pb-02-0161,LMS-2,2014''. ACCESS: the monument is located 7 m. from the edge of the national road and 10 m. more or less from the residential house and about 50 m. from the barangay road.",2007 - 2014,PRS92 Densification,NRMDP,18.6167651916667,121.144423919444,0.0,0,46.159,0.0,3,10.24356659680787,304230.6308,2059436.49598,51,18.61851452777778,121.1431585138889,14.70807,2059220.944,515106.944,3,304096.218,2059507.893,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Mara Chua,2021-01-01,
CGY-54 (CGN-186),LUZON,REGION II,CAGAYAN,PAMPLONA,SANTA CRUZ,2005,18.41675661,121.3719586,"CGY-54 (CGN-186) To reach the station, travel for 7 mins. starting from Pamplona proper going to the direction of the Municipality of Abulug until reaching Sta. Cruz Brgy. Hall. Station is located inside the compound of the brgy. hall and community center, 6 m. SE from the gate of the compound and opposite the Iglesia ni Cristo Chapel. It is also situated 8 kms. SE of Pamplona proper. Mark is the head of a concrete nail centered and embedded in a 0.4 m. x 0.4 m. x 1 m. monument protruding 0.1 m. above the ground, with inscriptions ""CGN-186, 2005, FNSP"".",2007 - 2014,PRS92 Densification,NRMDP,18.4167566055556,121.371958583333,0.0,0,46.409,0.0,2,9.052022751859331,328042.01277,2037066.84814,51,18.41848945277778,121.370688925,13.75011,2037117.168,539162.993,3,327907.091,2037137.383,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,JHO,2019-01-01,
CGY-55 (CGN-185),LUZON,REGION II,CAGAYAN,PAMPLONA,SANTA CRUZ,2005,18.41734323,121.3715719,"CGY-55 (CGN-185) To reach the station, travel for 7 mins. starting from Pamplona proper going to the direction of the Municipality of Abulug until reaching Sta. Cruz Brgy. Hall. Station is located on the W side of the residence of the Brgy. Capt, beside the concrete pavement. Mark is the head of a concrete nail centered and embedded in a 0.4 m. x 0.4 m. x 1 m. monument protruding 0.1 m. above the ground, with inscriptions ""CGN-185, 2005, FNSP"". NOTE: REPORTED OBSTRUCTED BY ENGR. AILA SAMPANA (JULY 29, 2015)",2007 - 2014,PRS92 Densification,NRMDP,18.4173432305556,121.371571902778,0.0,0,46.014,0.0,2,8.660774718887026,328001.74484,2037132.14086,51,18.41907611388889,121.3703022666667,13.358,2037182.014,539122.009,3,327866.825,2037202.676,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Floren C. Madrilejo,2022-01-01,
CGY-56,LUZON,REGION II,CAGAYAN,TUGUEGARAO CITY,DADDA,2007,17.56871662,121.7751845,"CGY-56 Is located near the NE concrete corner fence of Brgy. Dadda Catholic Church and at the intersection of the nat'l. highway and Cagurangan St. Mark is the head of a 3 in. copper nail set flushed on top of a standard concrete monument, with inscriptions ""CGY-56 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.5687166222222,121.77518445,0.0,0,75.522,0.0,2,36.15351542784921,370018.12013,1942890.48705,51,17.57039037777778,121.77389585,39.128,1943386.436,582154.718,3,369880.692,1942959.11,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Dexter Alamar,2024-01-01,
CGY-57,LUZON,REGION II,CAGAYAN,ENRILE,BARANGAY III,2007,17.55768084,121.6874836,"CGY-57 Station is located 4 m. S of the centerline of the access road Bunagan St., from Nat'l. Highway No. 5, to the town proper. It is about 800 m. from the highway, 1 m. E of the S end of the E side of the irrigation canal. Mark is the head of a 3 in. copper nail set flushed on top of a standard concrete monument, with inscriptions ""CGY-57 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.5576808416667,121.687483608333,0.0,0,57.442,0.0,2,18.46007400318619,360701.2489,1941731.54653,51,17.55935580833333,121.6861946027778,21.223,1942129.42,572848.612,3,360563.719,1941800.438,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Floren C. Madrilejo,2022-01-01,
CGY-58,LUZON,REGION II,CAGAYAN,SOLANA,UBONG,2007,17.60599168,121.6084441,"CGY-58 Station is located 15 m. E of the junction of the road leading to Brgy. Ubong and the road leading to Brgy. Karilukud. It is situated 10 m. SE of Brgy. Ubong welcome monument. Mark is the head of a 3 in. copper nail set flushed on top of a standard concrete monument, with inscriptions ""CGY-58 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.6059916777778,121.608444077778,0.0,0,76.59,0.0,2,37.90384437218831,352350.60789,1947137.27442,51,17.60767123611111,121.6071560666667,40.716,1947447.881,564440.235,3,352213.179,1947206.452,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Floren C. Madrilejo,2022-01-01,
CGY-59,LUZON,REGION II,CAGAYAN,TUAO,TARIBUBU,2007,17.60439802,121.5092663,"CGY-59 Is located inside the compound of Taribubu Elem. School. Mark is the head of a 3 in. copper nail set flushed on top of a standard concrete monument, with inscriptions ""CGY-59 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.6043980222222,121.509266311111,0.0,0,109.853,0.0,2,70.92534400270887,341824.19139,1947041.00747,51,17.60607959166667,121.5079781055556,74.212,1947240.749,553914.25,3,341686.684,1947110.497,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Floren C. Madrilejo,2022-01-01,
CGY-6,LUZON,REGION II,CAGAYAN,BAGGAO,IMURUNG,1990,17.84681625,121.9023729,"CGY-6 From Tuguegarao, travel N along national highway towards Alcala town, 26 m. up to Alcala-Baggao road junction. Turn right, travel for 9 km. up to Baggao town proper. Then turn right again and travel for 30 km. up to Brgy. San Jose, where the municipal building is located. From Brgy. San Jose, travel NE along the provincial highway for 5 km. up to Brgy. Imurung. Upon reaching the barangay proper of Imurung proceed farther for 500 m. or up to where the lateral canal of irrigation meets. The station is located on the concrete flood gate W of the road. Travel time from Tuguegarao to the station is 2 hrs. Accessible by 2-wheel drive vehicle. Station mark is a cross cut on top of 0.15 m. x 0.01 m. dia. brass rod set in a drill hole, centered on a 0.30 m. x 0.30 m. cement patty; 0.02 m. above the concrete surface of irrigation flood gate. Inscribed with the station name. Sub-surface mark; none. Reference marks: RM-1, RM-2, and RM-3 are cross cuts on top of 0.15 m. x 0.01 m. dia. brass rod set in drill holes centered on cement patty 0.02 m. above concrete surface of irrigation flood gate. Inscribed with the reference mark numbers.",2007 - 2014,PRS92 Densification,NRMDP,17.8468162527778,121.902372927778,0.0,0,74.1383,0.0,1,35.08901263925263,383696.58766,1973579.46901,51,17.84850403055555,121.9010909944444,38.339,1974226.772,595511.0,3,383560.166,1973647.907,51,0.0,0.0,0.0,0.0,0.0,1991-01-01,Aila Leana Sampana,2020-01-01,
CGY-60,LUZON,REGION II,CAGAYAN,TUAO,ANGANG,2007,17.68097098,121.4941382,"CGY-60 Is located on the NE corner of the Brgy. Angang solar dryer. Mark is the head of a 3 in. copper nail set flushed on top of a standard concrete monument, with inscriptions ""CGY-60 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.6809709805556,121.494138175,0.0,0,80.061,0.0,2,41.23094043958944,340286.2177,1955527.53859,51,17.68265748888889,121.4928517138889,44.703,1955711.25,552286.681,3,340148.951,1955597.136,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Floren C. Madrilejo,2022-01-01,
CGY-61,LUZON,REGION II,CAGAYAN,SOLANA,MAGUIRIG,2007,17.68549901,121.6448365,"CGY-61 From Tuguegarao, cross Cagayan River via Buntun Bridge and turn right at the junction leading to the Mun. of Solana. Upon reaching another junction, turn left and follow the road until a junction leading to Brgy. Maguirig is reached. Turn right and travel for about 2 km. to reach Brgy. Pacu. Station is located inside the property of a certain Judge Lasam, about 30 m. from the road centerline. Mark is the head of a 3 in. copper nail set flushed on top of a standard concrete monument, with inscriptions ""CGY-61 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.6854990083333,121.644836527778,0.0,0,69.415,0.0,2,30.86037416972529,356275.67746,1955907.35528,51,17.68718258055556,121.6435504194445,33.71,1956260.209,568273.098,3,356138.537,1955976.48,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Floren C. Madrilejo,2022-01-01,
CGY-62,LUZON,REGION II,CAGAYAN,PEÑABLANCA,DODAN,2007,17.64585318,121.7976731,"CGY-62 Station is located inside the compound of Dodan Elem. School. Mark is the head of a 3 in. copper nail set flushed on top of a standard concrete monument, with inscriptions ""CGY-62 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.6458531805556,121.797673136111,0.0,0,75.5,0.0,2,36.21161783233655,372459.17959,1951410.51724,51,17.64753111666667,121.7963863555556,39.30064,1951933.733,584506.474,3,372322.02,1951479.13,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,TIM,2024-01-01,
CGY-63,LUZON,REGION II,CAGAYAN,PEÑABLANCA,QUIBAL,2007,17.71811645,121.8102108,"CGY-63 Station is located inside the compound of Quibal Elem. School, near the school flagpole. Mark is the head of a 3 in. copper nail set flushed on top of a standard concrete monument, with inscriptions ""CGY-63 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.71811645,121.810210822222,0.0,0,126.022,0.0,2,86.85738100519383,373839.75499,1959398.18183,51,17.71979844722222,121.8089257583333,90.027,1959937.527,585802.829,3,373702.844,1959466.809,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Vanessa,2023-01-01,
CGY-64,LUZON,REGION II,CAGAYAN,IGUIG,GAMMAD,2007,17.70797148,121.7444711,"CGY-64 (BLLM 35) Station is located inside the school compound of Gammad Annex of Iguig National High School approximately 4.5 km south from Iguig municipal hall. It is adjacent to a concrete walkway about 30 m from the western concrete fence of the school, approximately 20 m north of the of the southwest (SW) classroom and 15 m south of the northwest (NW) classroom. Station is the head of a 3"" copper nail set at the center of a 30 cm x 30 cm concrete protruding about 20 cm above the ground and with inscription ""CGY64, 2007 , NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.7079714777778,121.744471105556,0.0,0,61.712,0.0,2,22.89676212887973,366860.61445,1958320.87651,51,17.70965428055555,121.7431856805556,25.841,1958786.089,578833.869,3,366723.621,1958389.705,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Floren C. Madrilejo,2022-01-01,
CGY-65,LUZON,REGION II,CAGAYAN,SOLANA,BAUAN WEST,2007,17.7210825,121.6784148,"CGY-65 Brg. Bauan West is accessible via the provincial road, about 10 km. from Solana Centro heading N past Brgys. Natapian, Lanna, Bangag and Bauan East. Station is located inside the lot of Mr. Averer Baliuag, about 60 m. SE of a house owned by Mr. Leo Bambalan. Monumentation is witnessed by both the lot owner and Bauan West Brgy. Capt. Joseph Frogoso. Mark is the head of a 3 in. copper nail centered on a 30 cm. x 30 cm. concrete monument protruding about 20 cm. above the ground, with inscriptions ""CGY-65 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.7210825027778,121.678414763889,0.0,0,58.971,0.0,2,20.42435652856515,359865.02693,1959819.63517,51,17.72276750277778,121.6771295333333,23.301,1960210.935,571821.423,3,359728.028,1959888.682,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Jay Cepe,2020-01-01,
CGY-66,LUZON,REGION II,CAGAYAN,PIAT,WARAT,2007,17.71390298,121.5818798,"CGY-66 Is located within the compound of Warat Brgy. Hall, along G. Cusupig St., approx. 15 m. S of the waiting shed. Mark is the head of a 3 in. copper nail set flushed on top of a standard concrete monument, with inscriptions ""CGY-66 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.7139029805556,121.581879819444,0.0,0,87.364,0.0,2,48.88415444315443,349621.25191,1959099.66237,51,17.71558959444445,121.5805942666667,51.902,1959382.34,561584.309,3,349484.159,1959169.007,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Floren C. Madrilejo,2022-01-01,
CGY-67,LUZON,REGION II,CAGAYAN,RIZAL,MAUANAN,2007,17.8081995,121.4214185,"CGY-67 The station is located along Tuao-Rizal Provincial Rd., about 9.5 km. from Tuao and 150 m. SE of Mauanan Elem. School. It is at the S end of Mauanan Bridge # 1 and about 4 m. from the road centerline. Mark is the head of a 3 in. copper nail centered on a 30 cm. x 30 cm. cement putty, with inscriptions ""CGY-67 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.8081995027778,121.421418452778,0.0,0,77.426,0.0,2,38.13583228305547,332690.15815,1969670.70107,51,17.80989519444444,121.4201348138889,42.65449,1969773.785,544540.543,3,332553.258,1969740.627,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,TIM,2021-01-01,
CGY-68,LUZON,REGION II,CAGAYAN,PIAT,MAGUILLING,2007,17.79460596,121.5250684,"CGY-68 From Piat, head 2.5 km. SE along the Nat'l. Highway towards Solana and head NE along the Piat-Sto. Niño provincial road, past Piat District Hospital. Station is located along the provincial road, within the sugarcane plantation of Piat campus of Cagayan State University, approx. 700 m. NE of its main gate, about 6 m. NW from the road and 2 m. SW from the E lot fence of the said campus. Mark is the head of a 3 in. copper nail centered on a 30 cm. x 30 cm. concrete monument protruding about 20 cm. above the ground, with inscriptions ""CGY-68 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.7946059583333,121.525068361111,0.0,0,83.069,0.0,2,44.44126757265757,343665.96328,1968076.82166,51,17.796298625,121.5237845861111,48.005,1968296.732,555533.393,3,343529.095,1968146.408,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Floren C. Madrilejo,2022-01-01,
CGY-69,LUZON,REGION II,CAGAYAN,AMULUNG,CORDOVA,2007,17.76912691,121.6551167,"CGY-69 Brgy. Cordova is accessible via the provincial road about 20 km. from Solana Centro heading N past Brgys. Natapian, Lanna, Bangag, Bauan, Barung and Nangalasuan. Station is located approx. 20 m. SW of Cordova Brgy. Hall and 5 m. from the road centerline. Mark is the head of a 3 in. copper nail centered on a 30 cm. x 30 cm. concrete monument protruding about 20 cm. above the ground, with inscriptions ""CGY-69 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.7691269055556,121.655116719444,0.0,0,68.684,0.0,2,30.27142741274855,357432.27941,1965153.64636,51,17.77081528333333,121.6538325666667,33.226,1965519.74,569331.786,3,357295.422,1965222.803,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Floren C. Madrilejo,2022-01-01,
CGY-7,LUZON,REGION II,CAGAYAN,CALAYAN,DADAO,1989,19.25967779,121.4808833,"CGY-7 Is on an open ground NE of Calayan town proper, 150 m. NW of the wooden bridge which is the boundary of Brgy. Centro I and Brgy. Dadao. The station can be reached by taking a foot-trail between the bridge and the end of the concrete road at Calayan. The landowner, Mr. Gregorio Valiente is living in Brgy. Centro I. Mr. Escalante from Calayan town knows the station. Accessible by a 2-wheel drive vehicle or tricycle up to the foottrail; approx. 15 min. walk from Calayan Municipal Hall to the station. Station mark is 0.15 m. x 0.01 m. dia. brass rod set on a standard concrete block, 0.70 m. deep; top is flush with the ground surface and inscribed with station name. Sub-surface mark is a bottle set in a concrete block, 0.788 m. below station mark. Reference mark is 0.15 m. x 0.01 m. dia. brass rods set in concrete blocks, 0.6 m. deep, flush with the ground surface and inscribed with the station name.",2007 - 2014,PRS92 Densification,NRMDP,19.2596777944444,121.480883305556,0.0,0,40.4346,0.0,1,8.570146368882956,340348.04755,2130258.86531,51,19.26145732777778,121.479633225,10.348,2130445.483,550420.841,3,340215.985,2130329.644,51,0.0,0.0,0.0,0.0,0.0,1991-01-01,Aila Leana Sampana,2020-01-01,
CGY-70,LUZON,REGION II,CAGAYAN,AMULUNG,ESTEFANIA,2012,17.79686436,121.7266357,"CGY-70 CGY-70 is in the island of Luzon, province of Cagayan, municipality of Amulung, barangay Estefania inside Estefania Elementary School campus, Station is situated 1 meter E of the NE corner of the basketball court. Mark is the head of a 3"" copper nail set flushed on top of a standard concrete monument. Inscriptions read ""CGY-70, 2007, NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.7968643611111,121.726635719444,0.0,0,62.4,0.0,2,23.88846371985455,365035.7187,1968170.08063,51,17.79855288333334,121.725352325,26.859,1968617.425,576904.118,3,364899.004,1968239.034,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Floren C. Madrilejo,2022-01-01,
CGY-71,LUZON,REGION II,CAGAYAN,PEÑABLANCA,NANGUILATTAN,2007,17.79726498,121.8363573,"CGY-71 The station is located 10 meters Northeast of the intersection of the national road and barangay road leading to Baranagy Bitag Pequeño. It is approximately 1 meter from the Barangay Marker and waiting shed. Mark is the head of a 3 in. copper nail set flushed on top of a standard concrete monument, with inscriptions ""CGY-71 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.797264975,121.836357330556,0.0,0,142.136,0.0,2,103.1068830217087,376666.79331,1968138.79678,51,17.79895116666667,121.8350741472222,106.334,1968709.933,588537.602,3,376530.162,1968207.402,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Floren C. Madrilejo,2022-01-01,
CGY-72,LUZON,REGION II,CAGAYAN,BAGGAO,MOCAG,2007,17.86471301,121.8582659,"CGY-72 Is located near the NE corner of Mocag Brgy. Hall compound. Mark is the head of a 3 in. copper nail set flushed on top of a standard concrete monument, with inscriptions ""CGY-72 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.8647130055556,121.858265916667,0.0,0,71.45,0.0,2,32.61022728837762,379034.66033,1975587.78531,51,17.86640279444445,121.8569843194444,35.814,1976185.775,590826.54,3,378898.265,1975656.376,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Floren C. Madrilejo,2022-01-01,
CGY-73,LUZON,REGION II,CAGAYAN,AMULUNG,BACULUD,2007,17.86453182,121.7164369,"CGY-73 Is located on top of the watertank inside the Nat'l. Irrigation Administration (NIA) compound. It is situated about 15 m. S of the NIA flagpole. Mark is the head of a 3 in. copper nail set on a drilled hole and centered on a 20 cm. x 20 cm. cement putty, with inscriptions ""CGY-73 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.8645318166667,121.716436947222,0.0,0,66.431,0.0,2,28.08862786365313,364005.97366,1975665.32632,51,17.86622460833334,121.7151551027778,31.135,1976102.777,575794.301,3,363869.474,1975734.363,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Floren C. Madrilejo,2022-01-01,
CGY-75,LUZON,REGION II,CAGAYAN,PIAT,MINANGA,2007,17.83519165,121.4955984,"CGY-75 Is located inside the compound of Minanga Elem. School. Mark is the head of a 3 in. copper nail set flushed on top of a standard concrete monument, with inscriptions ""CGY-75 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.8351916472222,121.495598413889,0.0,0,67.834,0.0,2,29.01435064762971,340577.82923,1972593.0758,51,17.83688738055556,121.4943155166667,32.97215,1972780.214,552397.06,3,340441.072,1972662.788,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Mara Chua,2021-01-01,
CGY-76,LUZON,REGION II,CAGAYAN,RIZAL,POBLACION,2007,17.84951414,121.3411163,"CGY-76 The station is located on top of the municipal watertank, about 10 m. SW of the centerline of the Rizal provincial road and about 20 m. S of the junction of the said road and the access road leading to Brgy. Anaguan. Mark is the head of a 3 in. copper nail set on a drilled hole and centered on a 20 cm. x 20 cm. cement putty, with inscriptions ""CGY-76 2007 NAMRIA"".",2007 - 2014,PRS92 Densification,NRMDP,17.8495141444444,121.341116269444,0.0,0,131.853,0.0,2,91.95519102497924,324217.77822,1974316.65498,51,17.85121399166667,121.3398334805556,97.408,1974329.21,536019.01,3,324080.959,1974386.864,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Floren C. Madrilejo,2022-01-01,
CGY-7623 (CGY-3216),LUZON,REGION II,CAGAYAN,PIAT,POBLACION II,2007,17.79418273,121.4812635,"CGY-7623 = CGY-3216 ACCESS: The station is located in Barangay Poblacion 2, Piat, Cagayan inside the school basketball court of Piat National High School, at its NW corner. STATION MARK: The station is marked by a 0.004 ø m x 0.10 m copper nail centered and flushed in a 0.30 m x 0.30 m concrete block, set 0.20 m above the ground with inscription CGY 3216, 2007 NAMRIA = CGY 7623, LMS 2.",2007 - 2014,PRS92 Densification,NRMDP,17.794182725,121.481263486111,0.0,0,105.069,0.0,4,66.20035281857693,339021.64813,1968067.06935,51,17.79587629722223,121.479979625,70.10854,1968237.559,550889.071,3,338884.746,1968136.794,51,0.0,0.0,0.0,0.0,0.0,1999-01-01,Mara Chua,2021-01-01,
