STATION_NAME,ELEVATION_(M),DATUM,REFERENCE_TIDE_STATION,TIDAL_SERIES,Std_Dev_(+/-),ACCURACY_CLASS,ORDER_OF_ACCURACY,YEAR_SURVEYED,FIXING_METHOD,YEAR_COMPUTED_x,ENCODER,DATE_UPDATED,REFERENCE_FILE,ISLAND_GROUP,REGION,PROVINCE,CITY_or_MUNICIPALITY,BARANGAY,YEAR_ESTABLISHED,LATITUDE,LONGITUDE,DESCRIPTION,YEAR_COMPUTED_y
CP-195,4.537021,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.073275,,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 7:49:26 AM,,VISAYAS,REGION VI,CAPIZ,SAPI-AN,MANINANG,1994.0,11.483959100732,122.584903723528,"CP-195 Is in the island of Panay, province of Capiz, municipality of Sapi-an, Brgy. Talaba, along the national highway leading to Altavas, located on top of the SE concrete railing of the concrete bridge, SW end, 3 m. SE of the road centerline about 150 m. NE of the road junction to Altavas and Mambusao. Mark is a 4"" copper nail embedded on a drilled hole with inscription on top of cement putty thus: ""NAMRIA CP-195, 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-203,5.257826,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.076245,,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,06/25/2024 9:55:35 AM,,VISAYAS,REGION VI,CAPIZ,IVISAN,POBLACION SUR,1994.0,11.5191111111111,122.694377777778,"CP-203 Is in the Island of Panay, Province of Capiz, Mun. of Ivisan, located along the nat'l. highway leading to Sigma, on top of the SE sidewalk, SW end of Ivisan concrete bridge, 15 cm. NW of the concrete railing, 6 m. SE of the road centerline. Mark is a 4"" copper nail embedded in a drilled hole, with inscription on top of the cement putty thus; ""NAMRIA CP-203 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-204,8.696274,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.076531,1-Decimeter,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,06/25/2024 10:04:19 AM,,VISAYAS,REGION VI,CAPIZ,IVISAN,ONDOY,1994.0,11.5061361111111,122.695825,"BM CP-204 is in island of Panay, province of Capiz, municipality of Ivisan, along national highway leading to Sigma, located on top of NW side wall of Sayuyan concrete bridge, 0.40 m from NE abutment, 15 cm. SE of concrete rail post, 5 m NW of road centerline. Mark is 4"" copper nail embedded in a drilled hole with inscription on top of cement putty thus; ""NAMRIA CP 204, 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-205,14.560805,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.076651,,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,06/25/2024 10:23:49 AM,,VISAYAS,REGION VI,CAPIZ,IVISAN,MIANAY,1994.0,11.4999583333333,122.694030555556,"CP-205 Is in the island of Panay, province of Capiz, municipality of Ivisan, Brgy. Mianay, along the national highway leading to Sigma, located on top of the concrete rail guard of Pamantawan Bridge 0.5 m. from the S abutment, 5 m. W of the road centerline. Mark is a 4"" copper nail embedded in a drilled hole with inscription on top of the cement putty thus: ""NAMRIA CP-205, 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-206,43.640111,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.076801,,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,06/25/2024 10:24:03 AM,,VISAYAS,REGION VI,CAPIZ,IVISAN,MIANAY,1994.0,11.4909666666667,122.695630555556,"BM CP-206 is in island of Panay, province of Capiz, municipality of Ivisan, barangay Mianay, along national highway leading to Sigma, located on top of km post 97, 5.0 m E of road centerline, about 1.0 m above the ground. Mark is 4"" copper nail embedded in a drilled hole with inscription on top of cement putty thus; ""NAMRIA CP-206, 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-207,33.605322,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.076933,,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,06/25/2024 10:32:48 AM,,VISAYAS,REGION VI,CAPIZ,SIGMA,PARIAN,1994.0,11.4823722222222,122.696336111111,"CP-207 is in island of Panay province of Capiz, municipality of Sigma, barangay Parian, along national road leading to Dao, located on top of E head wall of concrete culvert, 0.4 m from N end, 8 m SE of road centerline, about 30 m N of km. post 96. Mark is 4"" copper nail embedded in a drilled hole with inscription on top of cement putty thus; ""NAMRIA CP-207, 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-208,24.90698,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.077119,,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,06/25/2024 10:41:34 AM,,VISAYAS,REGION VI,CAPIZ,SIGMA,PARIAN,1994.0,11.4695388888889,122.694869444444,"CP-208 is in island of Panay, province of Capiz, municipality of Sigma, barangay Parian, along national highway leading to Dao, located on top of W head wall of box culvert 3 m. from the N end, 6.0 m W of road centerline. Mark is a 4"" copper nail embedded in a drilled hole with inscription on top of cement putty thus; ""NAMRIA CP 208, 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-209,24.529729,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.077179,,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,06/25/2024 11:01:48 AM,,VISAYAS,REGION VI,CAPIZ,SIGMA,MIANAY,1994.0,11.464825,122.693119444444,"CP-209 is in island of Panay, province of Capiz, municipality of Sigma, Barangay Ibian, along national highway leading to Dao, located on top of NW concrete railing NE end of Ibian concrete bridge, 6.0 m NW of road centerline. Mark is a 4"" copper nail embedded in a drilled hole with inscription on top of cement putty thus; ""NAMRIA, CP 209, 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-210,19.595762,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.07735,,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,06/25/2024 1:25:24 PM,,VISAYAS,REGION VI,CAPIZ,SIGMA,AMAGA,1994.0,11.450975,122.685380555556,"CP-210 is in island of Panay, province of Capiz, municipality of Sigma, Barangay Amaga, along national highway leading to Dao, located on top of W rail guard N end of Amaga bridge, 5 m W of road centerline. Mark is 4"" copper nail embedded in a drilled hole with inscription on top of cement putty thus; ""NAMRIA CP 210, 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-211,30.790073,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.077426,,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,06/25/2024 1:26:23 PM,,VISAYAS,REGION VI,CAPIZ,SIGMA,AMAGA,1994.0,11.4429222222222,122.683027777778,"CP-211 is in island of Panay, province of Capiz, municipality of Sigma, barangay Amaga, along national highway leading to Dao, located on top of square concrete base of Amaga Elementary School flagpole, 30 m. NE of road centerline, about 15.0 m NW of school building. Mark is 4"" copper nail embedded in a drilled hole with inscription on top of cement putty thus; NAMRIA, 1994 CP-211"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-212,28.681449,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.077512,,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,06/25/2024 1:29:27 PM,,VISAYAS,REGION VI,CAPIZ,SIGMA,AMAGA,1994.0,11.4346222222222,122.677905555556,"CP-212 is in island of Panay, province of Capiz municipality of Sigma, barangay Amaga, along national highway leading to Dao, located on top of km. post 90, 6.0 m SE of road centerline, about 110 m. above the ground. Mark is a 4"" copper nail embedded in a drilled hole with inscription on top of cement putty thus; ""NAMRIA CP-212, 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-213,22.018367,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.077557,,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,06/25/2024 1:30:50 PM,,VISAYAS,REGION VI,CAPIZ,SIGMA,AMAGA,1994.0,11.4284944444444,122.673916666667,"CP-213 is in island of Panay, province of Capiz, municipality of Sigma, barangay Amaga, along national road leading to Dao, located on top of km post 89 6.0 m SE of road centerline. Mark is 4"" copper nail embedded in a drilled hole with inscription on top of cement putty thus; ""NAMRIA CP-213, 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-214,15.409241,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.077609,1-Decimeter,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,06/25/2024 1:34:00 PM,,VISAYAS,REGION VI,CAPIZ,SIGMA,POBLACION SUR,1994.0,11.4202305555556,122.666244444444,"BM CP-214 is in island of Panay, province of Capiz, municipality of Sigma, town proper, along national highway leading to Dao, located on top of E concrete railing of Sigma bridge, about 30 m. NE of Dao-Mambusao road junction, at SW end of bridge. Mark is 4"" copper nail embedded in a drilled hole with inscription on top of cement putty thus; ""NAMRIA CP-214, 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-215,12.357388,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.077624,,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,06/25/2024 1:35:45 PM,,VISAYAS,REGION VI,CAPIZ,SIGMA,POBLACION SUR,1994.0,11.415575,122.667652777778,"CP-215 is in island of Panay, province of Capiz, municipality of Sigma, barangay Poblacion Sur, along national highway leading to Dao, located on top of N head wall of concrete culvert, 6 m. NW of road centerline, about 40 m. N of km. post 87. Mark is 4"" copper nail embedded in a drilled hole with inscription on top of cement putty thus; ""NAMRIA, CP 215, 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-230,18.670532,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078149,,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,2023-12-05 08:07:01,,VISAYAS,REGION VI,CAPIZ,DUMALAG,SANTA CRUZ,1994.0,11.336636,122.652885,"CP-230 is in island of Panay, province of Capiz, municipality of Dumalag, barangay Sta. Cruz, sitio Mapanag, along national highway leading to Dumalag proper, located on top of NW side walk NE end of Mapanag bridge, 0.4 m SW from NE approach, 6.0 m NW of road centerline. Mark is 4"" copper nail embedded in a drilled hole with inscription on top of cement putty thus; ""NAMRIA, CP-230, 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-233,22.538488,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078548,,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 8:50:37 AM,,VISAYAS,REGION VI,CAPIZ,DUMALAG,SAN JOSE,1994.0,11.308485,122.629603,"CP-233 is in island of Panay, province of Capiz, municipality of Dumalag, along national highway leading to Tapaz, located on top of E concrete bench about 8 m. long, E of Roman Catholic Cemetery main gate, about 15 m S of road centerline. Mark is 4"" copper nail embedded in a drilled hole with inscription on top of cement putty thus; ""NAMRIA CP-233, 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-234,36.599458,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078595,,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,2023-12-05 08:07:41,,VISAYAS,REGION VI,CAPIZ,DUMALAG,POBLACION,1994.0,11.299474,122.61935,"CP-234 is in island of Panay, province of Capiz, municipality of Dumalag, along national highway leading to Tapaz, located on top of decorated concrete fencing, inside Dumalag Central School 3.0 m. NE of concrete main gate, 10 m SE of road centerline. Mark is 4"" copper nail embedded in a drilled hole with inscription on top of cement putty thus; ""NAMRIA CP 234, 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-237,42.320661,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078572,,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 8:55:33 AM,,VISAYAS,REGION VI,CAPIZ,DUMALAG,DOLORES,1994.0,11.281876,122.604128,"CP-237 is in island of Panay, province of Capiz, municipality of Dumalag, barangay Dolores, along national highway leading to Tapaz, located on top of S headwall of concrete culvert, W end, 4 m S of road centerline, about 15 m. E of waiting shed. Mark is 4"" copper nail embedded in a hole with inscription on top of cement putty thus; ""NAMRIA CP 237, 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-241,71.973984,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078187,,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 8:55:48 AM,,VISAYAS,REGION VI,CAPIZ,TAPAZ,BAG-ONG BARRIO,1994.0,11.252996,122.573885,"CP-241 is in island of Panay, province of Capiz, municipality of Tapaz, barangay Bagong-Barrio, along national highway leading to Iloilo, located on top of second step of barangay chapel concrete stairway, 8.0 m SE of road centerline. Mark is 4"" copper nail embedded in a drilled hole with inscription on top of cement putty thus; ""NAMRIA CP-241, 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-242,77.267861,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078124,,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,2023-12-05 08:09:03,,VISAYAS,REGION VI,CAPIZ,TAPAZ,BAG-ONG BARRIO,1994.0,11.250411,122.569683,"CP-242 is in island of Panay, province of Capiz, municipality of Tapaz, barangay Bagong Barrio, along national highway leading to Iloilo, located on top of first step of Bagong Barrio Elementary School stair way, 6.0 m.E of main gate, 8.0 m. W of road centerline, about 30 m. SE of school flag pole. Mark is a 4"" copper nail embedded in a drill hole with inscription on top of cement putty thus; ""NAMRIA CP 242, 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-245,85.706872,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078048,,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 8:56:12 AM,,VISAYAS,REGION VI,CAPIZ,TAPAZ,LAGDUNGAN,1994.0,11.237604,122.551356,"CP-245 is in island of Panay, province of Capiz, municipality of Tapaz, along national highway leading to Iloilo, located on top of concrete wall of Philippine Army Head Quarter Planters box, 6.0 m. S of main gate, 6.0 m, E of road centerline, about 40 m. SE of km. post 76. Mark is 4"" copper nail embedded in a drilled hole with inscription on top of cement putty thus; ""NAMRIA CP-245, 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-246,88.671312,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078174,,1st Order,1994,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 8:57:07 AM,,VISAYAS,REGION VI,CAPIZ,TAPAZ,TAFT,1994.0,11.230345,122.545452,"CP-246 is in island of Panay, province of Capiz, municipality of Tapaz, Barangay Taft, along national highway leading to Iloilo, located on top of km. post 75 6.0 m W of road centerline. Mark is 4"" copper nail embedded in a drilled hole with inscription on top of cement putty thus; ""NAMRIA CP-246, 1994"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-253,57.692814,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.080191,,1st Order,1995,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 8:58:03 AM,,VISAYAS,REGION VI,CAPIZ,DUMARAO,GIBATO,1995.0,11.2166666666667,122.804861111111,"CP-253 is located on the railless concrete bridge, along the West side of the national road, 3.0 m West of the national road centerline and about 2.7 m North of the Southern most edge of the bridge. Mark is the head of a 4'' copper nail set flushed & centered on a cement putty 0.15 x 0.15 m. with inscriptions ''CP-253, 1995, NAMRIA''. Note: Elevation is inconsistent with the Geiod Model. For Validation",2017.0
CP-254,64.017719,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.080256,,2nd Order,1995,Differential Leveling,2015,Ferdinand F. Fernandez,05/23/2023 7:16:25 AM,,VISAYAS,REGION VI,CAPIZ,DUMARAO,GIBATO,1995.0,11.2241388888889,122.800944444444,"CP-254 is located on the flooring of the basketball court, 30 m North of the national road centerline. It is set on the East side of the said basketball court, at the foot of the court's ring concrete stand facing the road. Mark is the head of a 4'' copper nail set flushed & centered on a cement putty 0.15 x 0.15 m. with inscriptions ''CP-254, 1995, NAMRIA''. Note: Elevation is inconsistent with the Geiod Model. For Validation",2017.0
CP-260,38.701036,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.080111,,1st Order,1995,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 8:58:52 AM,,VISAYAS,REGION VI,CAPIZ,DUMARAO,BUNGSUAN,1995.0,11.250917,122.782942,"CP-260 is in the island of Panay, province of Capiz, municipality of Dumarao, brgy. Bungsoan. Station is located in the N approach of a concrete bridge on its W side about 4.50 m W from the centerline of the bridge. Mark is the head of a 4-inch copper nail cemented flush on top of the concrete railing of the said bridge and 0.55 m above the floor of the sidewalk with inscription ""CP-260,1995 NAMRIA"". Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-317,6.403161,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.076371,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,06/25/2024 9:58:31 AM,,VISAYAS,REGION VI,CAPIZ,IVISAN,ONDOY,2007.0,11.5143166666667,122.695341666667,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-317;2007;NAMRIA Bm CP -317 is 700 m. south of Ivisan town proper.located on top of south wingwall of the culvert,5.50 m from highway centerline and about 38 m. southeast of the Cruz AM rice mill. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-318 (GPS-17),30.877259,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.077019,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,06/25/2024 10:37:25 AM,,VISAYAS,REGION VI,CAPIZ,SIGMA,PARIAN,2007.0,11.4768277777778,122.697525,"Mark is the head of a 4"" copper nail set Flushed and centered with inscription ""GPS 17;2007;NAMRIA"" Bm CP -318 is located on top of the concrete pavement beside the brgy road junction and about 100 m. NE of Margarita Soriano Memorial School and about 6.50 m. NW from the highway centerline. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-319,38.312447,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.077268,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,06/25/2024 1:22:46 PM,,VISAYAS,REGION VI,CAPIZ,SIGMA,MIANAY,2007.0,11.458,122.689288888889,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-319;2007;NAMRIA Bm CP -319 is on top of concrete plant box,about 68 m. north of Km post 93, 4 m. from the highway centerline and 15 m. north of brgy hall. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-320,12.122589,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.077592,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,06/25/2024 1:31:53 PM,,VISAYAS,REGION VI,CAPIZ,SIGMA,POBLACION NORTE,2007.0,11.4226,122.670288888889,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-320;2007;NAMRIA BM CP -320 is located on tiop of the east edge of poblacion north welcome sign concrete foundation,3.5 m. southwest from high way centerline ,3.0 m. west of the bridge and about 100 m. northeast of kilometer post 88. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-321,12.062709,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.07764,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,06/25/2024 1:37:01 PM,,VISAYAS,REGION VI,CAPIZ,SIGMA,DAYHAGON,2007.0,11.4071916666667,122.670486111111,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-321;2007;NAMRIA BM CP -321 is located on top of concrete bench 1.20 m. infront of brgy Dayhon Helath Center ,5 m NE from high way centerline and about 300 m. NW of Km post 86. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-323,16.674107,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.07764,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 10:31:42 AM,,VISAYAS,REGION VI,CAPIZ,DAO,NASUNOGAN,2007.0,11.39011,122.676959,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-323;2007;NAMRIA Bm CP -323 is located on the west edge of waiting shed flooring,11 m. from CAPALECO Sub Station gate,15 m. NE from highway centerline ,about 30 m. from Gallera de Dao and 15 m. NW of KM post 84. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-324,13.227003,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.077618,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 10:31:56 AM,,VISAYAS,REGION VI,CAPIZ,DAO,NASUNOGAN,2007.0,11.380367,122.674929,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-324;2007;NAMRIA BM CP -324 is located on top of R.C pipe culvert headwall , 5m. west from high way centerline,25 m. south of basketball court and about 30 m. SW of brgy Nasunogan hall and 110 m. south of KM post 83 Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-325,13.252927,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.077592,1-Decimeter,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 10:33:26 AM,,VISAYAS,REGION VI,CAPIZ,DAO,NASUNOGAN,2007.0,11.373308,122.67234,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-325;2007;NAMRIA BM CP -325 is located on top of R.C pipe culvert ,4.5 m west from highway centerline north edge 120 m. south of crossing and about 56 m. north of Km post 82. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-326,14.284659,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.077562,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 10:35:19 AM,,VISAYAS,REGION VI,CAPIZ,DAO,MANHOY,2007.0,11.367195,122.669323,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-326;2007;NAMRIA Bm CP -326 is is located on top of R.C. culvert ,5 m. SW from highway centerline about 40 m. SE of welcome sign and about 300 m. NW of Km post 81. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-327,16.655893,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.077719,1-Decimeter,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 10:37:26 AM,,VISAYAS,REGION VI,CAPIZ,DAO,MANHOY,2007.0,11.35969,122.666338,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-327;2007;NAMRIA Bm CP -327 is is located on S edge of street light concrete foundation,5 m. west ftrom highway centerline,7 m. NE of the chapel and about 25 m. NW of Km post 99. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-328,14.674291,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.077812,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 10:40:11 AM,,VISAYAS,REGION VI,CAPIZ,DAO,MANHOY,2007.0,11.35496,122.66366,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-328;2007;NAMRIA Bm CP -328 is located on top of R.C box culvert south edge approach,6 m. south from highway centerline about 40 m. northeast of Reyes store and 15 m. SW of Espura residence gate. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-329,17.057334,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.07797,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 10:42:13 AM,,VISAYAS,REGION VI,CAPIZ,CUARTERO,ANGUB,2007.0,11.345012,122.662354,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-329;2007;NAMRIA Bm CP -329 islocated on the driveway of Diosdado Palonpon Residence,about 3.50 m. from highway centerline and approximately 200 m. SW of Angub Brgy hall. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-331,27.661129,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078257,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 10:42:41 AM,,VISAYAS,REGION VI,CAPIZ,DUMALAG,SANTA CRUZ,2007.0,11.328417,122.649428,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-331;2007;NAMRIA Bm CP -331 is located on top of the concrete flooring,left side of the entrance of brgy. Center ,45 m. NW from the highway centerline,25 m. west of Tanod outpost,30 m. SW of the church and about 200 m. SW of Km post 95 of KM post 95. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-332,19.619485,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078348,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 10:43:42 AM,,VISAYAS,REGION VI,CAPIZ,DUMALAG,SANTO NIÑO,2007.0,11.320725,122.649411,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-332;2007;NAMRIA Bm CP -332 is located on top R.C. pipe culvert ,about 15 m. SW of Vilma's store,150 m south of waiting shed and approximately 250 m. southwest of KM post 94. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-333,23.35082,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078395,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 10:44:03 AM,,VISAYAS,REGION VI,CAPIZ,DUMALAG,SANTO NIÑO,2007.0,11.316129,122.648032,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-333;2007;NAMRIA Bm CP -333 is located on top of SW wing of the bridge concrete handrail,4.8 m. SE from the bridge centerline ,about 200 m. SW of KM post 93. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-334,21.706423,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.078518,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 10:46:02 AM,,VISAYAS,REGION VI,CAPIZ,DUMALAG,SAN JOSE,2007.0,11.307972,122.63575,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-334;2007;NAMRIA CP -334 is located on top of R.C. pipe culvert ,5 m. south from highway centerline,about 350 m. west from rotonda to Dumarao and 150 m. east of Km post 91. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
CP-335,23.43881,Mean Sea Level (MSL),Caticlan Aklan Tide Station,2008-2010,0.07857,,1st Order,2007,Differential Leveling,2015,Ferdinand F. Fernandez,05/24/2023 10:46:26 AM,,VISAYAS,REGION VI,CAPIZ,DUMALAG,POBLACION,2007.0,11.308202,122.624405,"Mark is the head of a 4"" copper nail set and centered on a cement putty 15 x 15 cm. with inscription ""CP-335;2007;NAMRIA CP -335 is located top of concrete footwalk about 180 m. Sw of the road sharp curve 4 m. NW from highway centerline ,45 m. NW of the restaurant and about 200 m. SW of KM post 90. Note: Elevation is inconsistent with the Geiod Model. For Validation",2015.0
