STATION_NAME,ELEVATION_(M),DATUM,REFERENCE_TIDE_STATION,TIDAL_SERIES,Std_Dev_(+/-),ACCURACY_CLASS,ORDER_OF_ACCURACY,YEAR_SURVEYED,FIXING_METHOD,YEAR_COMPUTED_x,ENCODER,DATE_UPDATED,REFERENCE_FILE,ISLAND_GROUP,REGION,PROVINCE,CITY_or_MUNICIPALITY,BARANGAY,YEAR_ESTABLISHED,LATITUDE,LONGITUDE,DESCRIPTION,YEAR_COMPUTED_y
MG-28A,9.3139,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065253,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:34:00,,MINDANAO,BARMM,MAGUINDANAO DEL NORTE,DATU ODIN SINSUAT,TAVIRAN,2020.0,7.126694444,124.3045833,"MG-28A is in the Province of Maguindanao,Municipality of Datu Odin Sinsuat,Brgy Taviran Sitio Pangi.Station is located on the right side of the National Highway heading along the Insulan-Cotabato road and set on the side of a concrete Brgy Marker for about 16 meters northwest of Arabil School gate entrance. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-28A,2020,NAMRIA"".",2020.0
MG-29A,18.5338,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.06531,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:35:00,,MINDANAO,BARMM,MAGUINDANAO DEL NORTE,DATU ODIN SINSUAT,TAVIRAN,2020.0,7.121138889,124.3111111,"MG-29A is in the Province of Maguindanao,Municipality of Datu Odin Sinsuat,Brgy Taviran.Station is located on the right side of the National Highway along the Insulan-Cotabato City road and set on the side of a 4 lane road for about 5 meters west of Kilometer Post 1384. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-29A,2020,NAMRIA"".",2020.0
MG-2A,39.5501,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.061751,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:35:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,AMPATUAN,KAMASI,2020.0,6.739805556,124.5041389,"MG-02A is in the province of Maguindanao, Municipalty of Datu Abdulah Sawgki, Barangay Kamasi. Station is located on the left side of the National Highway along the road from Isulan towards Cotabato City ans set on the side of Kamasi Solar Dryer for about 35 meters northwest of Kamasi Health Center. Mark is the head of a copper nail set and centered on a of 15 cm x 15 cm cement putty with inscription ""MG-02A, 2020, NAMRIA.""",2020.0
MG-30A,6.9679,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065353,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:36:00,,MINDANAO,BARMM,MAGUINDANAO DEL NORTE,DATU ODIN SINSUAT,TAVIRAN,2020.0,7.116444444,124.3163056,"MG-30A is in the Province of Maguindanao,Municipality of Datu Odin Sinsuat,Brgy Taviran.Station is located on the left side of the National Highway along the Insulan Cotabato road and set on the top bank of concrete open Canal for about 3 meters east of Balite Tree and about 300 meters west of Taviran Elementary School. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-30A,2020,NAMRIA"".",2020.0
MG-31A,17.6223,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.06541,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:36:00,,MINDANAO,BARMM,MAGUINDANAO DEL NORTE,DATU ODIN SINSUAT,BAKA,2020.0,7.1105,124.3222222,"MG-31A is in the Province of Maguindanao,Municipality of Datu Odin Sinsuat,Brgy Pinguyaman.Station is located on the right side of the National Highway along the Insulan Cotabato road and set on the end point of a riprap for about 65 meters east of Kilometer Post 1832... Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-31A,2020,NAMRIA"".",2020.0
MG-32A,15.5968,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.06545,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:37:00,,MINDANAO,BARMM,MAGUINDANAO DEL NORTE,DATU ODIN SINSUAT,BAKA,2020.0,7.103666667,124.318,"MG-32A is in the Province of Maguindanao,Municipality of Datu Odin Sinsuat,Brgy Pinguyaman.Station is located on the right side of the National Highway along the Insulan Cotabato road and set on the shoulder of the road for about 60 meters east of an Army Detachment gate entrance and about 40 meters southwest of a Mosque. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""TCN-73 ,8-19-19.",2020.0
MG-33A,8.2493,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065504,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:37:00,,MINDANAO,BARMM,MAGUINDANAO DEL NORTE,DATU ODIN SINSUAT,BAKA,2020.0,7.093138889,124.3143889,"MG-33A is in the Province of Maguindanao,Municipality of Datu Odin Sinsuat,Brgy Baka.Station is located along the National Highway along the Insulan- Cotabato City and set on the side of the road ""4"" lane for about 75 meters east of Datu Alnor Hardware and about 80 cm of a Steel Electric Post # 131. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-33A;2020;NAMRIA"".",2020.0
MG-34A,19.2549,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065539,1-Decimeter,1st Order,2020,Differential Leveling,2020,Aila Leana Sampana,2022-12-08 08:09:00,,MINDANAO,BARMM,MAGUINDANAO DEL NORTE,DATU ODIN SINSUAT,BAKA,2020.0,7.084027778,124.3136944,"MG-34A is in the Province of Maguindanao,Municipality of Datu Odin Sinsuat,Brgy Baka.Station is located on the left side of the National Highway along Insulan-Cotabato City and set on the foundation of a Steel Curve Sign Board. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-34A;2020;NAMRIA"".",2020.0
MG-35A,26.6129,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.06557,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:38:00,,MINDANAO,BARMM,MAGUINDANAO DEL NORTE,DATU ODIN SINSUAT,BUGAWAS,2020.0,7.075027778,124.3134722,"MG-35A is in the Province of Maguindanao,Municipality of Datu Odin Sinsuat,Brgy Bugawas.Station is located on the left side of the National Highway heading towards Cotabato City and set on the first step of the concrete stairs of Bugawas Elementary School. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-35A;2020;NAMRIA"".",2020.0
MG-36A,16.5298,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065619,1-Decimeter,1st Order,2020,Differential Leveling,2020,Dexter Alamar,2022-11-11 14:26:00,,MINDANAO,BARMM,MAGUINDANAO DEL NORTE,DATU ODIN SINSUAT,KURINTEM,2020.0,7.056111111,124.3143611,"MG-36A is in the Province of Maguindanao,Municipality of Datu Odin Sinsuat,Brgy Kurintem.Station is located on the right side of the National Highway along Isulan-Cotabato City and set on the road shoulder for about 20 meters east of Kilometer Post 1826. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""TCN-68,08-17-19""..",2020.0
MG-37,21.7775,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065635,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:38:00,,MINDANAO,BARMM,MAGUINDANAO DEL NORTE,DATU ODIN SINSUAT,MAKIR,2008.0,7.047138889,124.3146111,"MG-37 is in the Province of Maguindanao,Datu Odin Sinsuat,Brgy Makir.Station is located on the right side of the National Highway along the road from Shariff Aguak towards Cotabato City infront of 1825 Kilometer Post D3. Mark is the head of a coppernail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-37,2008,NAMRIA"".",2020.0
MG-38A,27.0046,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065644,1-Decimeter,1st Order,2020,Differential Leveling,2020,Dexter Alamar,2022-11-11 14:25:00,,MINDANAO,BARMM,MAGUINDANAO DEL NORTE,DATU ODIN SINSUAT,MAKIR,2020.0,7.039388889,124.3145556,"MG-38A is in the Province of Maguindanao,Municipality of Datu Odin Sinsuat,Brgy Makir.Station is located on the left side of the National Highway along Isulan-Cotabato City and set on the side of a Solar dryer pavement for about 15 meters from the road centerline and about 5 meters east of A&C Carwash. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-38A;2020;NAMRIA"".",2020.0
MG-39A,16.3669,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065652,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:49:00,,MINDANAO,BARMM,MAGUINDANAO DEL NORTE,DATU ODIN SINSUAT,MAKIR,2020.0,7.028916667,124.3146111,"MG-39A is in the Province of Maguindanao,Municipality of Datu Odin Sinsuat,Brgy Maksir.Station is located on the left side of the National Highway along Isulan-Cotabato City and set on the top of RCPC headwdall for about 25 meters south of Home-Boys Construction Supply and about 13 meters southeast of Brgy out-Post. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-39A;2020;NAMRIA"".",2020.0
MG-3A,41.0839,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.061947,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:49:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,AMPATUAN,KAMASI,2020.0,6.746111111,124.4978889,"MG-3A is in the Province of Maguindanao,Municipality of Datu Abdulah Sanki,Brgy Kamasi.Station is located on the left side of the National Highway heading from Isulang towards Cotabato City and set on the side of a solar dryer pavement about 15 meters southeast of steel Brgy boundary of Brgy Kamsi and Brgy Tuaasawa. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-3A,2020,NAMRIA"".",2020.0
MG-40A,29.4427,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065639,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:50:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,DATU ANGGAL MIDTIMBANG,BRAR,2020.0,7.004916667,124.3316111,"MG-40A is in the Province of Maguindanao,Municipality of Datu Angal,Brgy Brar.Station is located on the right side of the National Highway along Isulan-Cotabato City and set on the gate post of Matalam residence. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-40A;2020;NAMRIA"".",2020.0
MG-41A,16.6136,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065625,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:50:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,DATU ANGGAL MIDTIMBANG,MAPAYAG,2020.0,6.99885,124.3377583,"MG-41A is in the Province of Maguindanao,Municipality of Datu Angal,Brgy Kiteb.Station is located on the left side of the National Highway along Isulan-Cotabato City and set on the corner top of RCBC headwall for about 65 meters west of the Army Detachment. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-41A;2020;NAMRIA"".",2020.0
MG-42A,41.4179,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065598,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:50:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,DATU ANGGAL MIDTIMBANG,MAPAYAG,2020.0,6.989555556,124.3449722,"MG-42A is in the Province of Maguindanao,Municipality of Datu Angal,Brgy Kiteb.Station is located on the right side of the National Highway along Isulan-Cotabato City and set on the pavement of Brgy Water station for about 13 meters from the road centerline and approximately 180 meters north of the Evacuation Center Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-42A;2020;NAMRIA"".",2020.0
MG-43A,32.6164,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065573,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:51:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,TALAYAN,BINANGGA SOUTH,2020.0,6.984388889,124.3520833,"MG-43A is in the Province of Maguindanao,Municipality of Talayan,Brgy Poblacion.Station is located on the right side of the National Highway along Isulan-Cotabato City and set on the top of a concrete foundation of Lamp post,for about 35 meters northwest of MDS Marketing Buy and Sell. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-43A;2020;NAMRIA"".",2020.0
MG-44A,26.1887,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065538,1-Decimeter,1st Order,2020,Differential Leveling,2020,Aila Leana Sampana,2022-12-08 08:09:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,TALAYAN,BINANGGA SOUTH,2019.0,6.9825,124.362,"MG-44Ais in the Province of Maguindanao,Municipality of Talayan,Brgy Poblacion.Station is located on the left side of the National Highway along Isulan-Cotabato City and set on the shoulder of the road for about 200 meters approximately east of TalayanPublic Market and about 80 meters southeast of the Evacuation Center. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""TCN-58;8-16-19"".",2020.0
MG-44B,30.5262,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065494,1-Decimeter,1st Order,2020,Differential Leveling,2020,Aila Leana Sampana,2022-12-08 08:09:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,TALAYAN,BINANGGA SOUTH,2020.0,6.981611111,124.3730278,"MG-44B is in the Province of Maguindanao,Municipality of Talayan,Brgy Poblacion.Station is located on the right side of the National Highway along Isulan-Cotabato City and set on the corner pavement of waiting shed for about 15 meters north of Talayan National High School gate entrance. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-44B;2020;NAMRIA"".",2020.0
MG-45A,15.8753,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065419,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:52:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,GUINDULUNGAN,TAMBUNAN II,2020.0,6.976027778,124.3876389,"MG-45A is in the Province of Maguindanao,Municipality of Guindulungan,Brgy Tambunan Dos.Station is located on the left side of the National Highway along Isulan-Cotabato City road and set on the corner pavement of waiting shed for about 2.5 meters east of Tambunan National High School Gate Entrance. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-45A;2020;NAMRIA"".",2020.0
MG-46A,35.7156,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065366,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:52:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,GUINDULUNGAN,MACASAMPEN,2019.0,6.967472222,124.3912222,"MG-46=TCN-54 is in the Province of Maguindanao,Municipality of Guindulungan,Brgy Macasampen.Station is located on the right side of National Highway along Isulan-Cotabato City and set on the side of Kilometer Post 1812 for about 3.5 meters east. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""TCN-54;8-16-19"".",2020.0
MG-47A,36.2434,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065315,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:52:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,GUINDULUNGAN,MACASAMPEN,2020.0,6.960694444,124.3961389,"MG-47A is in the Province of Maguindanao,Municipality of Guindulungan,Brgy Macasampen.Station is located on the right side of National Highway along Isulan-Cotabato City and it is set on the top of a Manhole,for about 30 meters west of Kilometer Post 1811. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-47A;2020;NAMRIA"".",2020.0
MG-48,17.664,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065238,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:52:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,GUINDULUNGAN,BAGAN,2008.0,6.950944444,124.4020833,"MG-48 is in the Province of Maguindanao, Municipality of Guindulungan. Barangay of Bagan. The station is located on the left side of the National Highway along Isulan- Cotabato City. And set at Bagan Bridge. Mark is the head of a copper nail set and centered on a of 15 cm x 15 cm cement putty with inscription ""BMMG-48, 2008, NAMRIA.""",2020.0
MG-49A,36.3095,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065153,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:53:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,GUINDULUNGAN,BAGAN,2019.0,6.9405,124.4070833,"MG-49A is in the Province of Maguindanao,Municipality of Guindulungan,Brgy Bagan.Station is located on the left side of National Highway along Isulan-Cotabato City and it is set on the side of Brgy Water Station about 1 meter west. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription TCN-50;9-8-19.",2020.0
MG-4A,39.1837,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.062154,1-Decimeter,1st Order,2020,Differential Leveling,2020,Dexter Alamar,10/21/2020 2:28:50 PM,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,DATU ABDULLAH SANGKI,TALISAWA,2020.0,6.746111111,124.4978889,"MG-4A is in the Province of Maguindanao,Municipality of Datu Abdulah Sanki,Brgy Talisawa.Station is located on the left side of the National Highway heading from Isulang towards Cotabato City from Isulang and set on the top of NIA structure for about 25 meters west of the Boston Gasoline Station. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-4A,2020,NAMRIA"".",2020.0
MG-50A,39.0035,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065075,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:53:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,DATU SAUDI AMPATUAN,KABENGI,2020.0,6.931888889,124.4116944,"MG-50A is in the Province of Maguindanao,Municipality of Datu Saudi,Brgy Kubingi.Station is located on the left side of the National Highway along Isulan-Cotabato City road and set on the corner pavement of NYRA SALIC Carwash & Store. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-50A,2020,NAMRIA"".",2020.0
MG-51,44.4543,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.065021,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:53:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,DATU SAUDI AMPATUAN,SALBU,2008.0,6.926216667,124.4141333,"MG-51 is in the Maguindanao, Municipality of Datu Saudi Ampatuan Barangay Salbu. Station is located on the rightside of the the national highway along Cotabato City-General Santos and set beside Datu saudi Ampatan Roundball or rotonda. Mark is the Head of a copper nail set centered on a 15 cm x 15 cm ceent putty with inscription ""BM MG-51 2008 NAMRIA"".",2020.0
MG-52 (MBM-1),30.8769,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.064923,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:54:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,DATU UNSAY,MAITUMAIG,2015.0,6.914138889,124.4205833,"MG-52 is in the Province of Maguindanao,Municipality of Datu Unsay & Datu Saudi,Brgy Maitumang & Kubingi.Station is located on the right side of the National Highway along Isulan-Cotabato City and set on the side of Municipal boundary Arc of Datu-Unsay and Datu Saudi for about 2.5 meters east. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MBM-1;2015.",2020.0
MG-53,24.7194,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.064882,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:54:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,DATU UNSAY,MAITUMAIG,2015.0,6.914138889,124.4205833,"MG-53 is in the Province of Maguindanao,Municipality of Datu Unsay,Brgy Maitumaig.Station is located on the left side of the National Highway along Isulan-Cotabato City and set on the corner right side of the road intersection going to Brgy Toto Four,for about 33 meters southeast of Kilometer Post 1805. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MBM-3;2015.",2020.0
MG-53B,24.0224,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.064799,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:54:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,DATU UNSAY,MAITUMAIG,2020.0,6.906555556,124.4238611,"MG-53B is in the Province of Maguindanao,Municipality of Datu Unsay,Brgy Maitumaig.Station is located on the right side of the National Highway along Isulan-Cotabato City road and set on the corner top of a road Rip-rap,for about 30 meters northwest of Steel Brgy Boundary. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-53B,2020,NAMRIA"".",2020.0
MG-54A,50.1431,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.06469,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:55:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,DATU UNSAY,IGANAGAMPONG,2020.0,6.896611111,124.4276944,"MG-54A is in the Province of Maguindanao,Municipality of Datu Unsay,Brgy Iganagapong.Station is located on the left side of the National Highway along Isulan-Cotabato City road and set on the first step of a concrete stairs of SAID ABDULAH mini Hardware. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-54A,2020,NAMRIA"".",2020.0
MG-55,30.6385,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.064401,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:55:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,SHARIFF AGUAK,SATAN,2019.0,6.874611111,124.4369722,"MG-55 is in the Province of Maguindanao,Municipality of Shariff Aguak,Brgy Satan.Station is located on the left side of the National Highway along Isulan-Cotabato City and set on the side of a wooden Electric Post for about 130 meters east of Municipal boundary of Shariff Aguak and Datu Unsay. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""TCN-42;9-27-19.",2020.0
MG-55A,49.6771,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.062462,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:55:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,DATU UNSAY,META,2020.0,6.882388889,124.4346111,"MG-55Ais in the Province of Maguindanao,Municipality of Datu Unsay,Brgy Poblacion.Station is located on the left side of the National Highway along Isulan-Cotabato City road and set on the corner pavement of Datu Unsay Public Market. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""Mg-55A,2020,NAMRIA.",2020.0
MG-56A,33.2195,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.064293,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:56:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,SHARIFF AGUAK,POBLACION,2020.0,6.866972222,124.4408611,"MG-56A is in the Province of Maguindanao,Municipality of Shariff Aguak,Brgy Poblacion.Station is located on the left side of the National Highway along Isulan-Cotabato City and set on the corner side of the concrete perimeter fence of Shariff Aguak Municipal Hall and the left corner of the road intersection going to the Municipality of Datu Hoffer. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""BBM-4;2015.",2020.0
MG-57,29.9516,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.064201,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:56:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,SHARIFF AGUAK,POBLACION,2008.0,6.861166667,124.4446944,"MG-57 is in the Province of Maguindanao,Municipality of Shariff Aguak,Brgy Poblacion.Station is located on the Rotonda along the National Highway heading towards Cotabato City from Isulan,about 4 meters northeast of a Mosque and about 50 meters southwest from the Shariff Aguak Bus Terminal. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-57;2009,NAMRIA.",2020.0
MG-58A,25.5793,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.064046,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:56:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,SHARIFF AGUAK,POBLACION,2020.0,6.851194444,124.4504444,"MG-58A is in the Province of Maguindanao,Municipality of Shariff Aguak,Brgy Poblacion.Station is located on the left side of National Highway along Insulan-Cotabato City road and set on top of NIA canal structure for about 30 meters southeast of Kilometer Post 1797. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-58A;2020,NAMRIA.",2020.0
MG-59,28.3085,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.063798,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:56:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,AMPATUAN,SALMAN,2008.0,6.834944444,124.4563056,"MG-59 is in the Province of Maguindanao,Municipality of Ampatuan,Brgy Salman.Station is located on the right sideof the National Highway along Isulan-Cotabato City and set on the side of a wooden electric post for about 40 meters southeast of Kingdom Hall of Jehovah's Witnesses Church. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""BMMG-59;2008,NAMRIA.",2020.0
MG-5A,51.9433,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.061962,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:57:00,,MINDANAO,BARMM,MAGUINDANAO DEL NORTE,SULTAN KUDARAT,PINARING,2016.0,7.272861111,124.3138611,"MG-05A is in the Province of Maguindanao, Municipality of Sultan Kudarat, Barangay of Pinaring. Station is located on the right side of Kidapawan City-Simuay Junction and set at the vacant lot ,infront of Maguindanao Area Equipment Services. Mark is the head of a copper nail set and centered on a of 15 cm x 15 cm cement putty with inscription ""MG-05A, 2016, NAMRIA.""",2020.0
MG-60,32.0394,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.061673,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:57:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,AMPATUAN,SALMAN,2008.0,6.82575,124.4594167,"MG-60 is in the Province of Maguindanao,Municipality of Ampatuan,Brgy Salman.Station is located on the left side of the National Highway along Isulan-Cotabato City and set on top of a NIA structure and about 20 meters south of an electric post. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-60;2008,NAMRIA.",2020.0
MG-61A,32.0656,Mean Sea Level (MSL),Davao Tide Station,1970-1988,0.063439,1-Decimeter,1st Order,2020,Differential Leveling,2020,Melchor Degollado Jr,2022-11-08 07:57:00,,MINDANAO,BARMM,MAGUINDANAO DEL SUR,AMPATUAN,SALMAN,2020.0,6.814638889,124.4644444,"MG-61A is in the Province of Maguindanao,Municipality of Ampatuan,Brgy Salman.Station is located on the right side of the National Highway along Isulan-Cotabato City and set on top of RCBC headwall for about 100 meters north of the road intersection. Mark is the head of a copper nail set and centered on a 15 cm x 15 cm cement putty with inscription ""MG-61A;2020,NAMRIA.",2020.0
